L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Communications,"['Books, Higher Education Textbooks, Communication & Journalism, Communications']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Computer Aided Design (CAD),"['Books, Higher Education Textbooks, Computer Science, Graphics & Visualization, Computer Aided Design (CAD']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Computer Modelling,"['Books, Higher Education Textbooks, Computer Science, Computer Modelling']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Computer Science,"['Books, Higher Education Textbooks, Computer Science, Artificial Intelligence', 'Books, Higher Education Textbooks, Computer Science, Operating Systems', 'Books, Higher Education Textbooks, Computer Science, Data Structures', 'Books, Higher Education Textbooks, Computer Science, Database Storage & Design', 'Books, Higher Education Textbooks, Computer Science, Web Development & Design', 'Books, Higher Education Textbooks, Computer Science, Software Design & Engineering', 'Books, Higher Education Textbooks, Computer Science, Networking', 'Books, Higher Education Textbooks, Computer Science, Programming Languages', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Computer Modelling']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Creative Writing & Composition,"['Books, Higher Education Textbooks, Humanities, Literature, Creative Writing & Composition']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Criminology,"['Books, Higher Education Textbooks, Social Sciences, Criminology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Curriculum & Instruction,"['Books, Higher Education Textbooks, Teaching & Education, Curriculum & Instruction']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Dental Hygiene,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Dentistry, Dental Hygiene']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Dentistry,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Dentistry, Oral Surgery', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Dentistry, General', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Dentistry, Periodontics', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Dentistry, Orthodontics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Design,"['Books, Higher Education Textbooks, Humanities, Design']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Developmental Psychology,"['Books, Higher Education Textbooks, Social Sciences, Psychology, Developmental Psychology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Drug Guides,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Reference, Drug Guides']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Earth Sciences,"['Books, Higher Education Textbooks, Science & Mathematics, Earth Sciences']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Economics,"['Books, Higher Education Textbooks, Business & Finance, Economics, Macroeconomics', 'Books, Higher Education Textbooks, Business & Finance, Economics, Microeconomics', 'Books, Higher Education Textbooks, Business & Finance, Economics, Economic Theory']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Engineering Textbooks,"['Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Data Structures', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Seismology', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Ecology & Environment', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Artificial Intelligence', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Hydrology', 'Books, Higher Education Textbooks, Engineering Textbooks, Bioengineering, Medical Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Waste Management', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Structural Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Solid State', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Semiconductors', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Graphics & Visualization, Computer Aided Design (CAD', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Microelectronics', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Database Storage & Design', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Software Design & Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Programming Languages', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Object-Oriented Software Design', 'Books, Higher Education Textbooks, Engineering Textbooks, Mechanical Engineering, Machinery', 'Books, Higher Education Textbooks, Engineering Textbooks, Marine Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Signal Processing', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Transistors', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Construction Logistics', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Networking', 'Books, Higher Education Textbooks, Engineering Textbooks, Mechanical Engineering, Systems & Control Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Power Systems', 'Books, Higher Education Textbooks, Engineering Textbooks, Mining', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Instrumentation & Control Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Civil Engineering, Surveying & Photogrammetry', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electric Machinery & Motors', 'Books, Higher Education Textbooks, Engineering Textbooks, Chemical Engineering, Energy & Fuel Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Nuclear Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Bioengineering, Biotechnology', 'Books, Higher Education Textbooks, Engineering Textbooks, Chemical Engineering, Biochemical Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Fiber Optics', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Algorithms', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Optoelectronics', 'Books, Higher Education Textbooks, Engineering Textbooks, Computer Science, Web Development & Design', 'Books, Higher Education Textbooks, Engineering Textbooks, Automotive', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Electronics, Sensors', 'Books, Higher Education Textbooks, Engineering Textbooks, Production, Operation and Management', 'Books, Higher Education Textbooks, Engineering Textbooks, Bioengineering, Biomedical Engineering', 'Books, Higher Education Textbooks, Engineering Textbooks, Electrical & Electronic Engineering, Digital Design']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Environmental Studies,"['Books, Higher Education Textbooks, Science & Mathematics, Environmental Studies']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Gender Studies,"['Books, Higher Education Textbooks, Social Sciences, Gender Studies']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Geography,"['Books, Higher Education Textbooks, Social Sciences, Geography']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Health Care Delivery,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Administration & Policy, Health Care Delivery']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Health Policy,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Administration & Policy, Health Policy']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Health Risk Assessment,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Administration & Policy, Health Risk Assessment']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,History Textbooks,"['Books, Higher Education Textbooks, Humanities, History Textbooks, United States', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Latin America', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Military', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Africa', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Asia', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Europe', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Middle East', 'Books, Higher Education Textbooks, Humanities, History Textbooks, Ancient']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Human Resources,"['Books, Higher Education Textbooks, Business & Finance, Human Resources']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Humanities,"['Books, Higher Education Textbooks, Humanities, Literature, World Literature, African & Middle Eastern', 'Books, Higher Education Textbooks, Humanities, Performing Arts, Theater', 'Books, Higher Education Textbooks, Humanities, Literature, World Literature, European', 'Books, Higher Education Textbooks, Humanities, Performing Arts, Film & Television', 'Books, Higher Education Textbooks, Humanities, Literature, Indian Literature, Hindi', 'Books, Higher Education Textbooks, Humanities, Visual Arts, Sculpture', 'Books, Higher Education Textbooks, Humanities, Visual Arts, Painting', 'Books, Higher Education Textbooks, Humanities, Literature, World Literature, Latin American', 'Books, Higher Education Textbooks, Humanities, Visual Arts, Photography']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Industrial Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Industrial Engineering']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,International Business,"['Books, Higher Education Textbooks, Business & Finance, International Business']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Language & Linguistics,"['Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, Italian', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, Chinese', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Indian Languages', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, Japanese', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, French', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, German', 'Books, Higher Education Textbooks, Humanities, Language & Linguistics, Foreign Languages, Spanish']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Library & Information Science,"['Books, Higher Education Textbooks, Humanities, Library & Information Science']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Literary Theory,"['Books, Higher Education Textbooks, Humanities, Literature, Literary Theory']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Management,"['Books, Higher Education Textbooks, Business & Finance, Management']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Mathematics,"['Books, Higher Education Textbooks, Science & Mathematics, Mathematics, Calculus', 'Books, Higher Education Textbooks, Science & Mathematics, Mathematics, Algebra & Trigonometry', 'Books, Higher Education Textbooks, Science & Mathematics, Mathematics, Statistics', 'Books, Higher Education Textbooks, Science & Mathematics, Mathematics, Geometry']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Mathematics & Statistics,"['Books, Higher Education Textbooks, Engineering Textbooks, Non-Core Engineering, Mathematics & Statistics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Mechanical Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Mechanical Engineering, Material Science & Engineering']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Mechanics,"['Books, Higher Education Textbooks, Science & Mathematics, Mechanics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Medical Dictionaries,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Reference, Medical Dictionaries']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Medical Technology,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Allied Health Services, Medical Technology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Medicine,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Anesthesiology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Immunology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Diseases', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Critical Care', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Biotechnology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pathology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Family & General Practice', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Parasitology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Genetics', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Toxicology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Neuroscience', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Embryology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pathophysiology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Microbiology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Endocrinology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Forensic Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Pharmacology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Hospice & Palliative Care', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Infectious Diseases', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, General', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Ophthalmology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Physiology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Neurology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Cardiology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Internal Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Occupational & Industrial Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Preventive Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Oncology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Geriatrics', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Pain Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Hematology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Rheumatology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Otorhinolaryngology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Neurosurgery', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Gastroenterology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Emergency Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Reproductive Medicine & Technology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Special Topics, Prosthesis', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nephrology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Sports Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Physical Medicine & Rehabilitation', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Obstetrics & Gynecology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Urology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Psychiatry', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Perinatology & Neonatology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Special Topics, History', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Pulmonary & Thoracic Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Tropical Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Education & Training', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Thoracic', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, General', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Diagnostics & Labs, Ultrasonography', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Special Topics, Transportation', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nutrition', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Vascular', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Special Topics, Essays', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Orthopedics', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nursing Home Care', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Special Topics, Lasers in Medicine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, General', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Radiology & Nuclear Medicine, Ultrasonography', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Chemotherapy', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Diagnostics & Labs, Diagnostic Imaging', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Medicine, Clinical, Dermatology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Metallurgy,"['Books, Higher Education Textbooks, Engineering Textbooks, Metallurgy']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Military Sciences,"['Books, Higher Education Textbooks, Social Sciences, Military Sciences']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Non-Core Engineering,"['Books, Higher Education Textbooks, Engineering Textbooks, Non-Core Engineering, Business Management, Finance & Economics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Nursing,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Anesthesia', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Administration & Management', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Nurse & Patient', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Assessment & Diagnosis', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Gerontology', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Maternity, Perinatal, Women's Health', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Reference', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Research & Theory', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, LPN & LVN', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Emergency', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Mental Health', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Clinical, Pediatric & Neonatal', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Issues', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Nursing, Fundamentals & Skills']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Object-Oriented Software Design,"['Books, Higher Education Textbooks, Computer Science, Object-Oriented Software Design']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Occupational Therapy,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Allied Health Services, Occupational Therapy']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Philosophy,"['Books, Higher Education Textbooks, Humanities, Philosophy, Epistemology', 'Books, Higher Education Textbooks, Humanities, Philosophy, History & Surveys', 'Books, Higher Education Textbooks, Humanities, Philosophy, Metaphysics', 'Books, Higher Education Textbooks, Humanities, Philosophy, Logic', 'Books, Higher Education Textbooks, Humanities, Philosophy, Aesthetics', 'Books, Higher Education Textbooks, Humanities, Philosophy, Ethics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Physics,"['Books, Higher Education Textbooks, Science & Mathematics, Physics']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Political Science,"['Books, Higher Education Textbooks, Social Sciences, Political Science, International Relations', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Government', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Political History', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Public Policy', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Political Ideologies', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Civil Rights', 'Books, Higher Education Textbooks, Social Sciences, Political Science, Public Affairs']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Psychology,"['Books, Higher Education Textbooks, Social Sciences, Psychology, Cognitive Psychology', 'Books, Higher Education Textbooks, Social Sciences, Psychology, Neuropsychology', 'Books, Higher Education Textbooks, Social Sciences, Psychology, Clinical Psychology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Psychopathology,"['Books, Higher Education Textbooks, Social Sciences, Psychology, Psychopathology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Psychotherapy,"['Books, Higher Education Textbooks, Social Sciences, Psychology, Psychotherapy']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Sociology,"['Books, Higher Education Textbooks, Social Sciences, Sociology']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Speech,"['Books, Higher Education Textbooks, Communication & Journalism, Speech']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Tax Law,"['Books, Higher Education Textbooks, Law, Tax Law']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Higher Education Textbooks,Veterinary Medicine,"['Books, Higher Education Textbooks, Medicine & Health Sciences, Veterinary Medicine, Equine', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Veterinary Medicine, General', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Veterinary Medicine, Small Animal', 'Books, Higher Education Textbooks, Medicine & Health Sciences, Veterinary Medicine, Food Animal']"
"Books, Music & Movies",Books,Books,Historical Fiction,Books,Historical Fiction,20th Century,"['Kindle eBooks, Historical Fiction, 20th Century']"
"Books, Music & Movies",Books,Children's Books,Historical Fiction,Books,Historical Fiction,Ancient Civilizations,"['Books, Children's Books, Historical Fiction, Ancient Civilizations']"
"Books, Music & Movies",Books,Books,Historical Fiction,Books,Historical Fiction,Historical Novel,"['Books, Historical Fiction']"
"Books, Music & Movies",Books,Children's Books,Historical Fiction,Books,Historical Fiction,Mediaeval,"['Books, Children's Books, Historical Fiction, Mediaeval']"
"Books, Music & Movies",Books,Children's Books,Historical Fiction,Books,Historical Fiction,Prehistory,"['Books, Children's Books, Historical Fiction, Prehistory']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Ancient,"['Books, Children's Books, History, Ancient', 'Books, History, Ancient, China', 'Books, History, Ancient, Egypt', 'Books, History, Ancient, Rome', 'Books, History, Ancient, Mesopotamia, Assyria', 'Books, History, Ancient, Mesopotamia, Babylonia']"
"Books, Music & Movies",Books,Books,History,Books,History,Ancient Greece,"['Books, History, Ancient, Greece']"
"Books, Music & Movies",Books,Books,History,Books,History,Asia,"['Books, History, Region & Countries, Asia']"
"Books, Music & Movies",Books,Books,History,Books,History,Aztec,"['Books, History, Ancient, Aztec']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,By Region & Country,"['Books, Children's Books, History, By Region & Country, Middle East', 'Books, Children's Books, History, By Region & Country, Africa', 'Books, Children's Books, History, By Region & Country, Europe', 'Books, Children's Books, History, By Region & Country, Americas', 'Books, Children's Books, History, By Region & Country, Australia & Oceania', 'Books, Teen & Young Adult, History, By Region & Country, Americas', 'Books, Teen & Young Adult, History, By Region & Country, Europe', 'Books, Teen & Young Adult, History, By Region & Country, Africa']"
"Books, Music & Movies",Books,Books,History,Books,History,Cold War,"['Books, History, World, Cold War']"
"Books, Music & Movies",Books,Books,History,Books,History,Colonialism & Imperialism History,"['Books, History, World, Colonialism & Imperialism History']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Exploration & Discoveries,"['Books, Children's Books, History, Exploration & Discoveries', 'Books, History, World, Expeditions & Discoveries']"
"Books, Music & Movies",Other,Educational Materials,History Books,Books,History,History Textbook,"['Software, Education & Reference, History']"
"Books, Music & Movies",Books,Books,History,Books,History,History of Ideas,"['Books, History, World, History of Ideas']"
"Books, Music & Movies",Books,Books,History,Books,History,History of Religion,"['Books, History, World, History of Religion']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Holocaust,"['Books, Children's Books, History, Holocaust', 'Books, History, World, Genocide & Ethnic Cleansing History, Holocaust', 'Books, Teen & Young Adult, History, Holocaust']"
"Books, Music & Movies",Books,Books,History,Books,History,Indian History,"['Books, History, Indian History']"
"Books, Music & Movies",Books,Books,History,Books,History,Industrialisation & Industrial History,"['Books, History, World, Industrialisation & Industrial History']"
"Books, Music & Movies",Books,Books,History,Books,History,Maritime History & Piracy,"['Books, History, World, Maritime History & Piracy']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Mediaeval,"['Books, Children's Books, History, Mediaeval']"
"Books, Music & Movies",Books,Books,History,Books,History,Military,"['Books, History, Military']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Modern & Contemporary,"['Books, Children's Books, History, Modern & Contemporary']"
"Books, Music & Movies",Books,Children's Books,History,Books,History,Prehistoric,"['Books, Children's Books, History, Prehistoric']"
"Books, Music & Movies",Books,Books,History,Books,History,Prehistory,"['Books, History, Ancient, Prehistory']"
"Books, Music & Movies",Books,Books,History,Books,History,Region & Countries,"['Books, History, Region & Countries, Americas, United States', 'Books, History, Region & Countries, Europe', 'Books, History, Region & Countries, Middle East', 'Books, History, Region & Countries, Americas, Canada', 'Books, History, Region & Countries, Africa']"
"Books, Music & Movies",Books,Books,History,Books,History,Revolutionary,"['Books, History, World, Revolutionary']"
"Books, Music & Movies",Books,Books,History,Books,History,Slavery & Emancipation,"['Books, History, World, Slavery & Emancipation']"
"Books, Music & Movies",Books,Books,History,Books,History,Sumer,"['Books, History, Ancient, Mesopotamia, Sumer']"
"Books, Music & Movies",Books,Books,History,Books,History,Women in History,"['Books, History, World, Women in History']"
"Books, Music & Movies",Books,Children's Books,Holidays & Celebrations,Books,Holidays & Celebrations,Around the World,"['Books, Children's Books, Holidays & Celebrations, Around the World']"
