L1,L2 (Defined),L2(Suggested),L3,L2(New),L3(Tagged),L4,Amazon Entry
"Books, Music & Movies",Books,Books,Sports,Books,Sports Books,Cheerleading,"['Books, Sports, Cheerleading']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Cycling Book,"['Books, Sports, Cycling']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports Books,Fishing & Angling,"['Books, Sports, Field Sports, Fishing & Angling']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Golf Book,"['Books, Sports, Golf']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Hurling,"['Books, Sports, Hurling']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports Books,Juggling,"['Books, Sports, Juggling']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Lacrosse Book,"['Books, Sports, Lacrosse']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Marathon & Running Books,"['Books, Sports, Marathon & Running']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Netball Book,"['Books, Sports, Netball']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,"Pool, Billiards & Snooker","['Books, Sports, Pool, Billiards & Snooker']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Skateboarding Book,"['Books, Sports, Skateboarding']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Softball,"['Books, Sports, Softball']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Sporting Events & Organisations,"['Books, Sports, Sporting Events & Organisations']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports Books,"Swimming, Snorkelling & Diving","['Books, Sports, Water Sports, Swimming, Snorkelling & Diving']"
"Books, Music & Movies",Books,Books,Sports Books,Books,Sports Books,Table Tennis Book,"['Books, Sports, Table Tennis']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports Books,Training & Coaching,"['Books, Sports, Training & Coaching']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Active Outdoor Pursuits,"['Books, Sports, Active Outdoor Pursuits, Walking, Hiking & Trekking', 'Books, Sports, Active Outdoor Pursuits, Camping & Woodcraft']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Air Sports,"['Books, Sports, Air Sports']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,American Football,"['Books, Sports, American Football']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Baseball,"['Books, Sports, Baseball']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Basketball,"['Books, Children's Books, Sport, Basketball', 'Books, Sports, Basketball']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Bodybuilding & Weightlifting,"['Books, Sports, Bodybuilding & Weightlifting']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Boxing,"['Books, Sports, Combat Sports & Self-Defence, Boxing']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Camping,"['Books, Children's Books, Sport, Camping']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Canoeing,"['Books, Sports, Water Sports, Canoeing']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Caving & Potholing,"['Books, Sports, Active Outdoor Pursuits, Caving & Potholing']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Climbing & Mountaineering,"['Books, Sports, Active Outdoor Pursuits, Climbing & Mountaineering']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Cricket,"['Books, Sports, Cricket']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Cycling,"['Books, Children's Books, Sport, Cycling']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Equestrian,"['Books, Sports, Equestrian & Animal Sports, Equestrian']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Fencing,"['Books, Sports, Combat Sports & Self-Defence, Fencing']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Field Sports,"['Books, Sports, Field Sports, Target Shooting', 'Books, Sports, Field Sports, Archery', 'Books, Sports, Field Sports, Hunting']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Gymnastics,"['Books, Children's Books, Sport, Gymnastics']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Hockey,"['Books, Sports, Hockey']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Martial Arts,"['Books, Children's Books, Sport, Martial Arts', 'Books, Sports, Combat Sports & Self-Defence, Martial Arts']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Motor Rallying,"['Books, Sports, Motor Sports, Motor Rallying']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Motor Sports,"['Books, Sports, Motor Sports, Formula One']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Olympics & Paralympics,"['Books, Children's Books, Sport, Olympics & Paralympics']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Orienteering,"['Books, Sports, Active Outdoor Pursuits, Orienteering']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Rugby,"['Books, Sports, Rugby']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Soccer,"['Books, Children's Books, Sport, Soccer', 'Books, Sports, Soccer']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Squash & Racquetball,"['Books, Sports, Squash & Racquetball']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Tennis,"['Books, Sports, Tennis']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Triathlon,"['Books, Sports, Triathlon']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Volleyball,"['Books, Sports, Volleyball']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Water Sports,"['Books, Children's Books, Sport, Water Sports', 'Books, Sports, Water Sports, Rowing', 'Books, Sports, Water Sports, Boating & Motor Boating', 'Books, Sports, Water Sports, Sailing', 'Books, Sports, Water Sports, Surfing, Windsurfing & Water Skiing']"
"Books, Music & Movies",Books,Children's Books,Sport,Books,Sports,Winter Sports,"['Books, Children's Books, Sport, Winter Sports', 'Books, Sports, Winter Sports, Figure Skating', 'Books, Sports, Winter Sports, Ice Hockey', 'Books, Sports, Winter Sports, Skiing', 'Books, Sports, Winter Sports, Snowboarding']"
"Books, Music & Movies",Books,Books,Sports,Books,Sports,Wrestling,"['Books, Sports, Combat Sports & Self-Defence, Wrestling']"
"Books, Music & Movies",Books,Books,Study Guides & Workbooks,Books,Study Guides & Workbooks,Study Guides,"['Books, Textbooks & Study Guides, Study Guides & Workbooks, Study Guides']"
"Books, Music & Movies",Books,Books,Study Guides & Workbooks,Books,Study Guides & Workbooks,Study Skills,"['Books, Textbooks & Study Guides, Study Guides & Workbooks, Study Skills']"
"Books, Music & Movies",Books,Books,Study Guides & Workbooks,Books,Study Guides & Workbooks,Workbook,"['Books, Textbooks & Study Guides, Study Guides & Workbooks, Workbooks']"
"Books, Music & Movies",Books,Books,Reference,Books,Teaching & Education,Study & Teaching,"['Books, Reference, Words, Language & Grammar, Study & Teaching']"
"Books, Music & Movies",Books,Books,Higher Education Textbooks,Books,Teaching & Education,Teaching & Education,"['Books, Higher Education Textbooks, Teaching & Education, Secondary Education', 'Books, Higher Education Textbooks, Teaching & Education, History & Theory']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Action & Adventure,"['Books, Teen & Young Adult, Literature & Fiction, Action & Adventure, Mystery & Thriller', 'Books, Teen & Young Adult, Literature & Fiction, Action & Adventure, Fantasy', 'Books, Teen & Young Adult, Literature & Fiction, Action & Adventure, Science Fiction']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Air & Space Science,"['Books, Teen & Young Adult, Science & Technology, Technology, Air & Space Science']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Astronomy,"['Books, Teen & Young Adult, Science & Technology, Astronomy']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Audible Books & Originals,"['Audible Books & Originals, Teen & Young Adult']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Being a Teen,"['Books, Teen & Young Adult, Social & Family Issues, Being a Teen']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Biology,"['Books, Teen & Young Adult, Science & Technology, Biology']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Bullying,"['Books, Teen & Young Adult, Social & Family Issues, Bullying']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Chemistry,"['Books, Teen & Young Adult, Science & Technology, Chemistry']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Classic Fiction,"['Books, Teen & Young Adult, Literature & Fiction, Classic Fiction']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Dating & Intimacy,"['Books, Teen & Young Adult, Social & Family Issues, Dating & Intimacy']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Dating & Sex,"['Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Dating & Sex']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Death,"['Books, Teen & Young Adult, Social & Family Issues, Death']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Depression & Mental Health,"['Books, Teen & Young Adult, Personal Health, Depression & Mental Health']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Discoveries,"['Books, Teen & Young Adult, Science & Technology, Discoveries']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Drama,"['Books, Teen & Young Adult, Literature & Fiction, Drama']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Eating Disorders & Body Image,"['Books, Teen & Young Adult, Social & Family Issues, Eating Disorders & Body Image']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Experiments & Projects,"['Books, Teen & Young Adult, Science & Technology, Experiments & Projects']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Fairy Tales,"['Books, Teen & Young Adult, Literature & Fiction, Folk Tales & Myths, Fairy Tales']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Fantasy & Supernatural,"['Books, Teen & Young Adult, Mysteries & Thrillers, Fantasy & Supernatural', 'Books, Teen & Young Adult, Science Fiction & Fantasy, Fantasy, Monsters & Zombies', 'Books, Teen & Young Adult, Science Fiction & Fantasy, Fantasy, Horror']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Historical,"['Books, Teen & Young Adult, Literature & Fiction, Historical, Prehistory', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Exploration & Discovery', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Military & Wars', 'Books, Teen & Young Adult, Literature & Fiction, Historical, Ancient Civilizations']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,History,"['Books, Teen & Young Adult, History, Ancient', 'Books, Teen & Young Adult, History, Mediaeval', 'Books, Teen & Young Adult, History, By Region & Country, Asia', 'Books, Teen & Young Adult, History, Exploration & Discoveries', 'Books, Teen & Young Adult, History, By Region & Country, Middle East', 'Books, Teen & Young Adult, History, Prehistoric', 'Books, Teen & Young Adult, History, Modern & Contemporary', 'Books, Teen & Young Adult, History, Military']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,History of Science,"['Books, Teen & Young Adult, Science & Technology, History of Science']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Humorous,"['Books, Teen & Young Adult, Literature & Fiction, Humorous']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Instruction & Study,"['Books, Teen & Young Adult, Arts & Photography, Music, Instruction & Study']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,LGBTQ+,"['Books, Teen & Young Adult, Literature & Fiction, LGBTQ+', 'Books, Teen & Young Adult, Social & Family Issues, LGBTQ+ Issues']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Light Novels,"['Books, Teen & Young Adult, Literature & Fiction, Light Novels']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Literary,"['Books, Teen & Young Adult, Literature & Fiction, Literary']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Literature & Fiction,"['Books, Teen & Young Adult, Literature & Fiction, Boys & Men', 'Books, Teen & Young Adult, Literature & Fiction, Girls & Women']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Mysteries & Thrillers,"['Books, Teen & Young Adult, Mysteries & Thrillers, Historical']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Mystery & Detective,"['Books, Teen & Young Adult, Mysteries & Thrillers, Mystery & Detective']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Myths & Legends,"['Books, Teen & Young Adult, Literature & Fiction, Folk Tales & Myths, Myths & Legends']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Performing Arts,"['Books, Teen & Young Adult, Arts & Photography, Performing Arts, Film']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Physics,"['Books, Teen & Young Adult, Science & Technology, Physics']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Poetry,"['Books, Teen & Young Adult, Literature & Fiction, Poetry']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Politics & Government,"['Books, Teen & Young Adult, Social Sciences, Politics & Government']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Religious,"['Books, Teen & Young Adult, Literature & Fiction, Religious']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Romance,"['Books, Teen & Young Adult, Romance, Fantasy', 'Books, Teen & Young Adult, Romance, Historical', 'Books, Teen & Young Adult, Romance, LGBTQ+', 'Books, Teen & Young Adult, Mysteries & Thrillers, Romantic']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Romantic Comedy,"['Books, Teen & Young Adult, Romance, Romantic Comedy']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Science Fiction & Dystopian,"['Books, Teen & Young Adult, Romance, Science Fiction & Dystopian', 'Books, Teen & Young Adult, Science Fiction & Fantasy, Science Fiction, Time Travel', 'Books, Teen & Young Adult, Science Fiction & Fantasy, Science Fiction, Dystopian']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Self-Esteem & Self-Reliance,"['Books, Teen & Young Adult, Social & Family Issues, Self-Esteem & Self-Reliance']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Short Stories,"['Books, Teen & Young Adult, Literature & Fiction, Short Stories']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Social & Family Issues,"['Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Disabilities', 'Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Depression & Mental Health', 'Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Bullying', 'Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Eating Disorders & Body Image', 'Books, Teen & Young Adult, Literature & Fiction, Social & Family Issues, Violence', 'Books, Teen & Young Adult, Social & Family Issues, Violence', 'Books, Teen & Young Adult, Social & Family Issues, Suicide', 'Books, Teen & Young Adult, Social & Family Issues, Physical & Emotional Abuse', 'Books, Teen & Young Adult, Social & Family Issues, Prejudice']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Social Sciences,"['Books, Teen & Young Adult, Social Sciences, Archaeology']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Songbooks,"['Books, Teen & Young Adult, Arts & Photography, Music, Songbooks']"
"Books, Music & Movies",Books,Books,Teen & Young Adult,Books,Teen & Young Adult,Word Games,"['Books, Teen & Young Adult, Hobbies & Games, Games & Activities, Word Games']"
"Books, Music & Movies",Books,Books,Textbooks & Study Guides,Books,Textbooks & Study Guides,Library & Information Science,"['Books, Textbooks & Study Guides, Reference, Library & Information Science']"
"Books, Music & Movies",Books,Books,Textbooks & Study Guides,Books,Textbooks & Study Guides,Public Speaking,"['Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Public Speaking']"
"Books, Music & Movies",Books,Books,Textbooks & Study Guides,Books,Textbooks & Study Guides,Study & Teaching,"['Books, Textbooks & Study Guides, Reference, Words, Language & Grammar, Study & Teaching']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Accounting,"['Kindle eBooks, Textbooks, Business & Finance, Accounting, Governmental', 'Kindle eBooks, Textbooks, Business & Finance, Accounting, Financial', 'Kindle eBooks, Textbooks, Business & Finance, Accounting, Managerial']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Acupuncture,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Alternative Medicine, Acupuncture']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Administration,"['Kindle eBooks, Textbooks, Teaching & Education, Administration']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Administration & Policy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Medicaid & Medicare', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Administration & Policy, Hospital Administration & Care']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Agriculture,"['Kindle eBooks, Textbooks, Science & Mathematics, Agriculture']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Algorithms,"['Kindle eBooks, Textbooks, Engineering, Computer Science, Algorithms']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Allied Health Services,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Radiological & Ultrasound Technology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Anatomy & Physiology,"['Kindle eBooks, Textbooks, Science & Mathematics, Biology & Life Sciences, Anatomy & Physiology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Anatomy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Anthropology,"['Kindle eBooks, Textbooks, Social Sciences, Anthropology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Art History,"['Kindle eBooks, Textbooks, Humanities, Art History']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Audiology & Speech Pathology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Allied Health Services, Audiology & Speech Pathology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Banking,"['Kindle eBooks, Textbooks, Business & Finance, Banking']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Biochemistry,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Basic Sciences, Biochemistry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Biology,"['Kindle eBooks, Textbooks, Science & Mathematics, Biology & Life Sciences, Biology', 'Kindle eBooks, Textbooks, Science & Mathematics, Biology & Life Sciences, Botany', 'Kindle eBooks, Textbooks, Science & Mathematics, Biology & Life Sciences, Zoology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Biotechnology,"['Kindle eBooks, Textbooks, Engineering, Biotechnology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Business Communication,"['Kindle eBooks, Textbooks, Business & Finance, Business Communication']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Business Development,"['Kindle eBooks, Textbooks, Business & Finance, Business Development']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Business Ethics,"['Kindle eBooks, Textbooks, Business & Finance, Business Ethics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Business Law,"['Kindle eBooks, Textbooks, Business & Finance, Business Law', 'Kindle eBooks, Textbooks, Law, Business Law']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Calculus,"['Kindle eBooks, Textbooks, Science & Mathematics, Mathematics, Calculus']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Chemical Engineering,"['Kindle eBooks, Textbooks, Engineering, Chemical Engineering']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Chemistry,"['Kindle eBooks, Textbooks, Science & Mathematics, Chemistry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Chemotherapy,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Chemotherapy']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Chiropractic,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Alternative Medicine, Chiropractic']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Circuits,"['Kindle eBooks, Textbooks, Engineering, Electrical & Electronic Engineering, Circuits']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Anesthesiology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Anesthesiology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Assessment & Diagnosis,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Assessment & Diagnosis', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Diagnosis']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Dermatology Textbook,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Dermatology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Emergency Nursing,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Emergency']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Endocrinology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Endocrinology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Gastroenterology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Gastroenterology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Geriatrics,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Geriatrics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Hematology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Hematology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Home Care,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Home Care']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Nephrology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nephrology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Neurology,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Neurology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Nutrition,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Nutrition']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Oncology Textbook,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Oncology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Pediatrics,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Pediatrics']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Psychiatry Textbook,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Psychiatry']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Surgery,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Colon & Rectal', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Plastic & Cosmetic', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Vascular']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Clinical Textbooks,"['Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Mental Health', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Sports Medicine', 'Books, Medicine and Health Sciences Textbooks, Medicine, Clinical, Oncology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Ophthalmology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Physician & Patient', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Perinatology & Neonatology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Reproductive Medicine & Technology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Infectious Diseases', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Orthopedics', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Surgery, Oral & Maxillofacial', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Critical & Intensive Care', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Rheumatology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Preventive Medicine', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Diseases', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Cardiology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Physical Medicine & Rehabilitation', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Pulmonary & Thoracic Medicine', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Otorhinolaryngology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Obstetrics & Gynecology', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Medicine, Clinical, Family & General Practice', 'Kindle eBooks, Textbooks, Medicine & Health Sciences, Nursing, Clinical, Maternity, Perinatal, Women's Health']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Cognitive Psychology,"['Kindle eBooks, Textbooks, Social Sciences, Psychology, Cognitive Psychology']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Computer Science,"['Kindle eBooks, Textbooks, Engineering, Computer Science, Graphics & Visualization', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Operating Systems', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Artificial Intelligence', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Object-Oriented Software Design', 'Kindle eBooks, Textbooks, Engineering, Computer Science, Microprocessors']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Constitutional Law,"['Kindle eBooks, Textbooks, Law, Constitutional Law']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Counseling,"['Kindle eBooks, Textbooks, Teaching & Education, Counseling']"
"Books, Music & Movies",Books,Books,Textbooks,Books,Textbooks,Criminology,"['Kindle eBooks, Textbooks, Social Sciences, Criminology']"
